,Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors,Title_Language
3290,1927-1928_00675-20220208_143513.jpg,1927-1928,Herbergprinses,1928-03-18,,False,107524,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1927-1928,Fé Derickx & Bernard Tokkie,NL
3291,1927-1928_00677-20220208_143529.jpg,1927-1928,Driemeisjeshuis,1928-03-20,,False,245286,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1927-1928,Fé Derickx & Bernard Tokkie,NL
3292,1927-1928_00683-20220208_143616.jpg,1927-1928,De Rozenkavalier,1928-03-22,"Gala, de leden der Antwerpse afdeling van de K.B.W.B. aangeboden",False,245634,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1927-1928,Fé Derickx & Bernard Tokkie,NL
3293,1927-1928_00689-20220208_143706.jpg,1927-1928,Beatrijs,1928-03-24,"Gala, aallereerste opvoering (creatie) van Beatrijs",False,591125,Beatrijs,NL,Lilien,?,Beatrijs,?,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3294,1927-1928_00693-20220208_143745.jpg,1927-1928,Faust,1928-03-25,,False,916267,Faust,FR,Charles Gounod,1859,Faust,grand opera,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3295,1927-1928_00699-20220208_143835.jpg,1927-1928,Paganini,1928-03-25,,False,364947,Paganini,DUI,Franz Lehár,1925,Paganini,operetta,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3296,1927-1928_00703-20220208_143917.jpg,1927-1928,De Walkure,1928-03-27,Gala,False,123460,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1927-1928,Fé Derickx & Bernard Tokkie,NL
3297,1927-1928_00707-20220208_143948.jpg,1927-1928,Beatrijs,1928-03-29,,False,422938,Beatrijs,NL,Lilien,?,Beatrijs,?,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3298,1927-1928_00711-20220208_144022.jpg,1927-1928,De Rozenkavalier,1928-03-31,,False,903203,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1927-1928,Fé Derickx & Bernard Tokkie,NL
3299,1927-1928_00717-20220208_144057.jpg,1927-1928,Carmen,1928-04-01,,False,241841,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3300,1927-1928_00721-20220208_144125.jpg,1927-1928,Beatrijs,1928-04-01,,False,519321,Beatrijs,NL,Lilien,?,Beatrijs,?,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3301,1927-1928_00725-20220208_144154.jpg,1927-1928,Carmen,1928-04-03,,False,947988,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3302,1927-1928_00729-20220208_144223.jpg,1927-1928,Parsifal,1928-04-06,gala,False,800664,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3303,1927-1928_00735-20220208_144303.jpg,1927-1928,De Tooverfluit,1928-04-07,,False,140080,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1927-1928,Fé Derickx & Bernard Tokkie,NL
3304,1927-1928_00739-20220208_144330.jpg,1927-1928,Beatrijs,1928-04-08,,False,237525,Beatrijs,NL,Lilien,?,Beatrijs,?,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3305,1927-1928_00743-20220208_144356.jpg,1927-1928,Carmen,1928-04-08,,False,775037,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3306,1927-1928_00747-20220208_144427.jpg,1927-1928,Parsifal,1928-04-09,,False,292068,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3307,1927-1928_00753-20220208_144524.jpg,1927-1928,Beatrijs,1928-04-10,,False,296467,Beatrijs,NL,Lilien,?,Beatrijs,?,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3308,1927-1928_00757-20220208_144550.jpg,1927-1928,Rijngoud,1928-04-12,,False,217112,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1927-1928,Fé Derickx & Bernard Tokkie,NL
3309,1927-1928_00763-20220208_144632.jpg,1927-1928,Fidelio,1928-04-14,,False,882233,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3310,1927-1928_00769-20220208_144712.jpg,1927-1928,Fidelio,1928-04-15,,False,866302,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3311,1927-1928_00775-20220208_144813.jpg,1927-1928,Beatrijs,1928-04-15,,False,507466,Beatrijs,NL,Lilien,?,Beatrijs,?,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3312,1927-1928_00779-20220208_144906.jpg,1927-1928,De Walkure,1928-04-17,,False,469254,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1927-1928,Fé Derickx & Bernard Tokkie,NL
3313,1927-1928_00783-20220208_144932.jpg,1927-1928,Siegfried,1928-04-19,,False,733727,Siegfried,DUI,Richard Wagner,1871,Siegfried,gesamtkunstwerk,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3314,1927-1928_00789-20220208_145006.jpg,1927-1928,Parsifal,1928-04-21,,False,399944,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3315,1927-1928_00795-20220208_145112.jpg,1927-1928,Driemeisjeshuis,1928-04-22,,False,951425,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1927-1928,Fé Derickx & Bernard Tokkie,NL
3316,1927-1928_00801-20220208_145153.jpg,1927-1928,Rijngoud,1928-04-22,,False,172406,Het Rijngoud,DUI,Richard Wagner,1869,Das Rheingold,gesamtkunstwerk,1927-1928,Fé Derickx & Bernard Tokkie,NL
3317,1927-1928_00807-20220208_145231.jpg,1927-1928,Beatrijs,1928-04-24,"gala, ter gelegenheid van het 25 jarig jubileum vab Mevrouw Jan Verbeeck als bureeliste van de Koninklijk Vlaamse Opera",False,501607,Beatrijs,NL,Lilien,?,Beatrijs,?,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3318,1927-1928_00811-20220208_145256.jpg,1927-1928,Godendeemstering,1928-04-26,,False,313789,Götterdämmerung,N/A,N/A,N/A,N/A,N/A,1927-1928,Fé Derickx & Bernard Tokkie,N/A
3319,1927-1928_00817-20220208_145335.jpg,1927-1928,Lohengrin,1928-04-28,,False,268784,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3320,1927-1928_00821-20220208_145400.jpg,1927-1928,De Tooverfluit,1928-04-29,Sluiting van het toneeljaar,False,198782,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1927-1928,Fé Derickx & Bernard Tokkie,NL
3321,1927-1928_00821-20220208_145400.jpg,1927-1928,Carmen,1928-04-29,Sluiting van het toneeljaar,False,621491,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3322,1927-1928_00821-20220208_145400.jpg,1927-1928,Faust,1928-04-29,Sluiting van het toneeljaar,False,687169,Faust,FR,Charles Gounod,1859,Faust,grand opera,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3323,1927-1928_00827-20220208_145443.jpg,1927-1928,Jean-Marie,1928-04-29,,False,437693,Jean-Marie,?,W. Verbeeck,?,Jean-Marie,drama,1927-1928,Fé Derickx & Bernard Tokkie,Unk
3324,1927-1928_00827-20220208_145443.jpg,1927-1928,De Geest,1928-04-29,,False,655835,De Geest,NL,Edward Verheyden,?,De Geest,?,1927-1928,Fé Derickx & Bernard Tokkie,NL
3325,1928-1929_00003-20220208_151331.jpg,1928-1929,Carmen,1929-01-31,"gala, aangeboden aan het syndikaat der Meester-Kleermakers van Antwerpen ter gelegenheid van hun tienjarig bestaan",False,318102,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3326,1928-1929_00023-20220208_151620.jpg,1928-1929,Fidelio,1929-05-07,gala,False,665577,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3327,1928-1929_00029-20220208_151700.jpg,1928-1929,De Gouden Haan,1928-09-20,"gala, opening van het toneeljaar",False,513011,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3328,1928-1929_00031-20220208_151714.jpg,1928-1929,De Vrijschutter,1928-09-22,,False,221628,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3329,1928-1929_00033-20220208_151729.jpg,1928-1929,De Doode Oogen,1928-09-23,,False,888631,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3330,1928-1929_00035-20220208_151743.jpg,1928-1929,Dansenreeks,1928-09-23,,False,370711,Dansenreeks,?,?,?,Dansenreeks,ballet,1928-1929,Fé Derickx & Bernard Tokkie,NL
3331,1928-1929_00037-20220208_151755.jpg,1928-1929,De Meesterzangers van Nurenberg,1928-09-25,gala,False,461718,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3332,1928-1929_00039-20220208_151813.jpg,1928-1929,De Doode Oogen,1928-09-27,,False,668703,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3333,1928-1929_00041-20220208_151828.jpg,1928-1929,De Bruid der Zee,1928-09-29,gala,False,112106,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1928-1929,Fé Derickx & Bernard Tokkie,NL
3334,1928-1929_00043-20220208_151844.jpg,1928-1929,De Doode Oogen,1928-09-30,,False,921747,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3335,1928-1929_00045-20220208_151858.jpg,1928-1929,De Gouden Haan,1928-09-30,,False,903992,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3336,1928-1929_00047-20220208_151914.jpg,1928-1929,De Vrijschutter,1928-10-02,,False,628605,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3337,1928-1929_00049-20220208_151928.jpg,1928-1929,De Meesterzangers van Nurenberg,1928-10-04,,False,394136,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3338,1928-1929_00051-20220208_151943.jpg,1928-1929,Laagland,1928-10-06,gala,False,247077,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3339,1928-1929_00053-20220208_152002.jpg,1928-1929,De Gouden Haan,1928-10-07,,False,131226,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3340,1928-1929_00055-20220208_152017.jpg,1928-1929,De Vrijschutter,1928-10-07,,False,281548,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3341,1928-1929_00057-20220208_152030.jpg,1928-1929,Laagland,1928-10-09,,False,540835,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3342,1928-1929_00059-20220208_152047.jpg,1928-1929,De Gouden Haan,1928-10-13,,False,482976,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3343,1928-1929_00061-20220208_152059.jpg,1928-1929,De Bruid der Zee,1928-10-14,,False,348600,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1928-1929,Fé Derickx & Bernard Tokkie,NL
3344,1928-1929_00063-20220208_152116.jpg,1928-1929,De Meesterzangers van Nurenberg,1928-10-14,,False,348018,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3345,1928-1929_00065-20220208_152140.jpg,1928-1929,Martha,1928-10-18,"gala, ter gelegenheid van de overname van Congo-Vrijstaat door BelgiÃ« de leden van de koloniale Liefdadige instellingen aangeboden",False,300559,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3346,1928-1929_00067-20220208_152155.jpg,1928-1929,De Doode Oogen,1928-10-20,,False,858704,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3347,1928-1929_00069-20220208_152211.jpg,1928-1929,Martha,1928-10-21,,False,775732,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3348,1928-1929_00071-20220208_152225.jpg,1928-1929,Laagland,1928-10-21,,False,231672,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3349,1928-1929_00073-20220208_152240.jpg,1928-1929,Martha,1928-10-23,,False,506616,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3350,1928-1929_00075-20220208_152252.jpg,1928-1929,De Tooverfluit,1928-10-25,,False,928795,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3351,1928-1929_00077-20220208_152305.jpg,1928-1929,De Meesterzangers van Nurenberg,1928-10-27,,False,333611,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3352,1928-1929_00079-20220208_152317.jpg,1928-1929,De Tooverfluit,1928-10-28,,False,864452,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3353,1928-1929_00081-20220208_152329.jpg,1928-1929,Christ'l,1928-10-28,,False,343041,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3354,1928-1929_00083-20220208_152340.jpg,1928-1929,Christ'l,1928-10-30,,False,908021,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3355,1928-1929_00085-20220208_152350.jpg,1928-1929,Carmen,1928-11-01,,False,856982,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3356,1928-1929_00087-20220208_152403.jpg,1928-1929,Christ'l,1928-11-03,,False,684374,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3357,1928-1929_00089-20220208_152418.jpg,1928-1929,De Bruid der Zee,1928-11-04,,False,245158,De Bruid der Zee,NL,Jan Blockx,1901,De Bruid der Zee,romantische opera,1928-1929,Fé Derickx & Bernard Tokkie,NL
3358,1928-1929_00091-20220208_152428.jpg,1928-1929,De Meesterzangers van Nurenberg,1928-11-04,,False,569603,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3359,1928-1929_00093-20220208_152442.jpg,1928-1929,Lohengrin,1928-11-08,,False,471980,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3360,1928-1929_00095-20220208_152451.jpg,1928-1929,Martha,1928-11-10,,False,442270,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3361,1928-1929_00097-20220208_152504.jpg,1928-1929,Christ'l,1928-11-11,,False,794167,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3362,1928-1929_00099-20220208_152517.jpg,1928-1929,Carmen,1928-11-11,,False,348571,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3363,1928-1929_00101-20220208_152542.jpg,1928-1929,Herbergprinses,1928-11-13,"gala, de leden en afgevaardigden van het intergeallieerd verbond van Oud-Strijders aangeboden (F.I.D.A.C)",False,892205,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3364,1928-1929_00103-20220208_152553.jpg,1928-1929,Lohengrin,1928-11-17,,False,133273,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3365,1928-1929_00105-20220208_152605.jpg,1928-1929,Martha,1928-11-18,,False,781084,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3366,1928-1929_00107-20220208_152619.jpg,1928-1929,Christ'l,1928-11-18,,False,544687,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3367,1928-1929_00109-20220208_152630.jpg,1928-1929,Johnny Leidt den dans,1928-11-22,"gala, eerste opvoering in BelgiÃ«",False,472247,Johnny Leidt den dans,NL,Henry Engelen,?,Johnny Leidt den dans,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3368,1928-1929_00111-20220208_152644.jpg,1928-1929,Johnny Leidt den dans,1928-11-24,,False,857636,Johnny Leidt den dans,NL,Henry Engelen,?,Johnny Leidt den dans,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3369,1928-1929_00113-20220208_152658.jpg,1928-1929,Lohengrin,1928-11-25,,False,362328,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3370,1928-1929_00115-20220208_152710.jpg,1928-1929,Laagland,1928-11-25,,False,729933,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3371,1928-1929_00117-20220208_152722.jpg,1928-1929,Tristan en Isolde,1928-11-27,gala,False,499011,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1928-1929,Fé Derickx & Bernard Tokkie,NL
3372,1928-1929_00119-20220208_152733.jpg,1928-1929,Christ'l,1928-11-29,,False,765598,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3373,1928-1929_00121-20220208_152750.jpg,1928-1929,Driemeisjeshuis,1928-12-01,,False,598887,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3374,1928-1929_00123-20220208_152801.jpg,1928-1929,Carmen,1928-12-02,,False,227807,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3375,1928-1929_00125-20220208_152816.jpg,1928-1929,Johnny Leidt den dans,1928-12-02,,False,862845,Johnny Leidt den dans,NL,Henry Engelen,?,Johnny Leidt den dans,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3376,1928-1929_00127-20220208_152831.jpg,1928-1929,Lohengrin,1928-12-04,"gala, de leden van de 'Royal Motor Club' aangeboden",False,592786,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3377,1928-1929_00129-20220208_152850.jpg,1928-1929,De Gouden Haan,1928-12-06,,False,714279,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3378,1928-1929_00131-20220208_152907.jpg,1928-1929,De Vliegende Hollander,1928-12-08,,False,305114,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3379,1928-1929_00133-20220208_152920.jpg,1928-1929,Johnny Leidt den dans,1928-12-09,,False,618169,Johnny Leidt den dans,NL,Henry Engelen,?,Johnny Leidt den dans,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3380,1928-1929_00135-20220208_152941.jpg,1928-1929,Driemeisjeshuis,1928-12-09,,False,953815,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3381,1928-1929_00137-20220208_152952.jpg,1928-1929,De Gouden Haan,1928-12-10,,False,707546,De Gouden Haan,RUS,Nikolay Rimsky-Korsakov,1909,The Golden Cockerel,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3382,1928-1929_00139-20220208_153003.jpg,1928-1929,Johnny Leidt den dans,1928-12-11,,False,461669,Johnny Leidt den dans,NL,Henry Engelen,?,Johnny Leidt den dans,?,1928-1929,Fé Derickx & Bernard Tokkie,NL
3383,1928-1929_00141-20220208_153019.jpg,1928-1929,Tristan en Isolde,1928-12-13,gala,False,643102,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,1928-1929,Fé Derickx & Bernard Tokkie,NL
3384,1928-1929_00143-20220208_153037.jpg,1928-1929,Carmen,1928-12-15,,False,415561,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3385,1928-1929_00145-20220208_153053.jpg,1928-1929,Lohengrin,1928-12-16,,False,931282,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3386,1928-1929_00147-20220208_153104.jpg,1928-1929,De Meesterzangers van Nurenberg,1928-12-18,,False,175373,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3387,1928-1929_00149-20220208_153120.jpg,1928-1929,Cecilia,1928-12-22,gala,False,890788,Cecilia,NL,Jozef Ryelandt,?,Cecilia,muziekdrama,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3388,1928-1929_00151-20220208_153132.jpg,1928-1929,Christ'l,1928-12-23,,False,104738,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3389,1928-1929_00153-20220208_153143.jpg,1928-1929,De Tooverfluit,1928-12-23,,False,435196,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3390,1928-1929_00155-20220208_153155.jpg,1928-1929,Carmen,1928-12-25,Ter gelegenheid van kerstfeest,False,213750,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3391,1928-1929_00157-20220208_153206.jpg,1928-1929,Driemeisjeshuis,1928-12-29,,False,545819,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3392,1928-1929_00159-20220208_153219.jpg,1928-1929,Cecilia,1928-12-30,,False,473713,Cecilia,NL,Jozef Ryelandt,?,Cecilia,muziekdrama,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3393,1928-1929_00161-20220208_153233.jpg,1928-1929,Hoffmann's Vertellingenen,1928-12-30,,False,530763,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1928-1929,Fé Derickx & Bernard Tokkie,NL
3394,1928-1929_00163-20220208_153244.jpg,1928-1929,Christ'l,1929-01-01,Ter gelegenheid van nieuwjaar,False,478050,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3395,1928-1929_00165-20220208_153253.jpg,1928-1929,Laagland,1929-01-03,,False,658223,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3396,1928-1929_00167-20220208_153307.jpg,1928-1929,Lohengrin,1929-01-05,,False,800817,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3397,1928-1929_00169-20220208_153319.jpg,1928-1929,De Meesterzangers van Nurenberg,1929-01-05,,False,896893,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3398,1928-1929_00171-20220208_153336.jpg,1928-1929,De Vrijschutter,1929-01-06,,False,865326,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3399,1928-1929_00173-20220208_153359.jpg,1928-1929,Driemeisjeshuis,1929-01-08,"gala, de leden van de onafjankelijke markeerders aangeboden",False,641781,Driemeisjeshuis,DUI,Heinrich Berté,1916,Das Dreimäderlhaus,leichte oper,1928-1929,Fé Derickx & Bernard Tokkie,NL
3400,1928-1929_00175-20220208_153417.jpg,1928-1929,De Rozenkavalier,1929-01-10,,False,873248,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1928-1929,Fé Derickx & Bernard Tokkie,NL
3401,1928-1929_00177-20220208_153430.jpg,1928-1929,Herbergprinses,1929-01-12,,False,574972,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3402,1928-1929_00179-20220208_153442.jpg,1928-1929,Hoffmann's Vertellingenen,1929-01-13,,False,991492,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1928-1929,Fé Derickx & Bernard Tokkie,NL
3403,1928-1929_00181-20220208_153459.jpg,1928-1929,Tannhauser,1929-01-15,gala,False,157554,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1928-1929,Fé Derickx & Bernard Tokkie,Unk
3404,1928-1929_00183-20220208_153509.jpg,1928-1929,De Meesterzangers van Nurenberg,1929-01-17,,False,541780,De Meesterzangers van Nurenberg,DUI,Richard Wagner,1868,Die Meistersinger von Nürnberg,zangspel,1928-1929,Fé Derickx & Bernard Tokkie,NL
3405,1928-1929_00185-20220208_153522.jpg,1928-1929,De Rozenkavalier,1929-01-19,,False,105759,De Rozenkavalier,DUI,Richard Strauss,1911,Der Rosenkavalier,comic-fantasy,1928-1929,Fé Derickx & Bernard Tokkie,NL
