Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors
1907-1908 Vlaamsche opera_00145-20211216_135330.jpg,1907-1908,Fedora,21/02/1908,,FALSE,588769,Fedora,ITA,Umberto Giordano,1898,Fedora,?,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00147-20211216_135353.jpg,1907-1908,Fidelio,20/02/1908,,FALSE,456974,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00147-20211216_135353.jpg,1907-1908,Figaro's Bruiloft,22/02/1908,,FALSE,389642,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00149-20211216_135423.jpg,1907-1908,Baldie,23/02/1908,,FALSE,381592,Baldie,NL,Jan Blockx,?,Baldie,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00151-20211216_135451.jpg,1907-1908,Pagliacci,24/02/1908,laatste opvoering,FALSE,476271,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00153-20211216_135508.jpg,1907-1908,Lohengrin,27/02/1908,Ter herdenking van Wagner's sterfdag,FALSE,665359,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00153-20211216_135508.jpg,1907-1908,Pinksternacht,29/02/1908,,FALSE,215070,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00155-20211216_135532.jpg,1907-1908,De Vledermuis,29/02/1908,,FALSE,326658,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00155-20211216_135532.jpg,1907-1908,Quinten Massijs,01/03/1908,,FALSE,113936,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00157-20211216_135601.jpg,1907-1908,Herbergprinses,02/03/1908,,TRUE,596760,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00157-20211216_135601.jpg,1907-1908,De Wilddief,02/03/1908,,TRUE,596760,De Wilddief,DUI,Albert Lortzing,1842,Der Wildschütz,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00157-20211216_135601.jpg,1907-1908,Baldie,03/03/1908,,TRUE,508858,Baldie,NL,Jan Blockx,?,Baldie,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00157-20211216_135601.jpg,1907-1908,De Vledermuis,03/03/1908,,TRUE,508858,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00159-20211216_135621.jpg,1907-1908,Pinksternacht,07/03/1908,Gala,TRUE,732007,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00159-20211216_135621.jpg,1907-1908,Het Minnebrugje,07/03/1908,Gala,TRUE,732007,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00159-20211216_135621.jpg,1907-1908,Fidelio,08/03/1908,,TRUE,765379,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00159-20211216_135621.jpg,1907-1908,De Vledermuis,08/03/1908,,TRUE,765379,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00161-20211216_135657.jpg,1907-1908,Czaar en Timmerman,10/03/1908,Volksvertoning,FALSE,466031,Czaar en Timmerman,DUI,Albert Lortzing,1837,Zar und Zimmermann,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00161-20211216_135657.jpg,1907-1908,Tannhäuser,12/03/1908,Eereavond den heer Jan Collignon,FALSE,185322,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00163-20211216_135728.jpg,1907-1908,Gioia,14/03/1908,,FALSE,840171,Gioia,?,Franz Godebski,?,?,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00163-20211216_135728.jpg,1907-1908,Baldie,15/03/1908,,FALSE,679186,Baldie,NL,Jan Blockx,?,Baldie,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00163-20211216_135728.jpg,1907-1908,Pinksternacht,15/03/1908,,TRUE,127609,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00163-20211216_135728.jpg,1907-1908,Figaro's Bruiloft,15/03/1908,,TRUE,127609,Figaro's Bruiloft,ITA,Wolfgang Amadeus Mozart,1786,Le nozze di Figaro,oepra buffa,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00165-20211216_135753.jpg,1907-1908,Tannhäuser,19/03/1908,,FALSE,959409,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00165-20211216_135753.jpg,1907-1908,Pinksternacht,21/03/1908,,TRUE,301903,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00165-20211216_135753.jpg,1907-1908,Orpheus' Dood,21/03/1908,,TRUE,301903,Orpheus' Dood,FR,Jacques Offenbach,1858,Orphée aux enfers,operetta,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00167-20211216_135814.jpg,1907-1908,Orpheus's Dood,21/03/1908,,TRUE,521104,Orpheus's Dood,N/A,N/A,N/A,N/A,N/A,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00167-20211216_135814.jpg,1907-1908,Tannhäuser,22/03/1908,,TRUE,961595,Tannhäuser,N/A,N/A,N/A,N/A,N/A,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00167-20211216_135814.jpg,1907-1908,Gioia,22/03/1908,,TRUE,961595,Gioia,?,Franz Godebski,?,?,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00169-20211216_135833.jpg,1907-1908,De Vrijschutter,26/03/1908,Eereavond den heer Henry Engelen aangeboden,TRUE,136718,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00169-20211216_135833.jpg,1907-1908,De Vledermuis,26/03/1908,Eereavond den heer Henry Engelen aangeboden,TRUE,136718,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00171-20211216_135857.jpg,1907-1908,Lustige Vrouwtjes van Windsor,28/03/1908,,FALSE,839211,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00171-20211216_135857.jpg,1907-1908,Baldie,29/03/1908,ter gelegenheid van half-vasten,TRUE,305615,Baldie,NL,Jan Blockx,?,Baldie,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00171-20211216_135857.jpg,1907-1908,De Vledermuis,29/03/1908,ter gelegenheid van half-vasten,TRUE,305615,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00173-20211216_135916.jpg,1907-1908,Baldie,31/03/1908,"Gala-Vertoning, in Leuven",FALSE,451778,Baldie,NL,Jan Blockx,?,Baldie,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00175-20211216_135943.jpg,1907-1908,Lohengrin,30/03/1908,Lohengrin afgelast volgens Verbruggen,FALSE,486970,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00175-20211216_135943.jpg,1907-1908,Tannhäuser,02/04/1908,Feestavond,FALSE,117264,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00177-20211216_140000.jpg,1907-1908,Fidelio,04/04/1908,,FALSE,318513,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00177-20211216_140000.jpg,1907-1908,Laagland,05/04/1908,,TRUE,960497,Laagland,DUI,Albert D'Eugen,1903,Tiefland,melodramatische oper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00177-20211216_140000.jpg,1907-1908,Lustige Vrouwtjes van Windsor,05/04/1908,,TRUE,960497,De Lustige Vrouwtjes van Windsor,DUI,Otto Nicolai,1849,Die lustigen Weiber von Windsor,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00180-20211216_140023.jpg,1907-1908,De Barbaren,06/04/1908,Gala-vertoning,FALSE,733304,De Barbaren,?,H.S. Bitzer,?,?,toneelspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00181-20211216_140032.jpg,1907-1908,De Vrijschutter,07/04/1908,Laatste vertoning,TRUE,934532,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00181-20211216_140032.jpg,1907-1908,De Wilddief,07/04/1908,Laatste vertoning,TRUE,934532,De Wilddief,DUI,Albert Lortzing,1842,Der Wildschütz,zangspel,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00182-20211216_140044.jpg,1907-1908,Lohengrin,08/04/1908,,FALSE,289358,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00182-20211216_140044.jpg,1907-1908,Pinksternacht,12/04/1908,Laatste vertoning,TRUE,228242,Pinksternacht,NL,Maurits Sabbe,1908,Pinksternacht,lyrisch drama,1907-1908,Jef Judels & Bernard Tokkie
1907-1908 Vlaamsche opera_00182-20211216_140044.jpg,1907-1908,Quinten Massijs,12/04/1908,Laatste vertoning,TRUE,228242,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1907-1908,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00009-20211216_140520.jpg,1908-1909,Lohengrin,01/10/1908,Opening van het toneeljaar,FALSE,675163,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00009-20211216_140520.jpg,1908-1909,Tooverfluit,03/10/1908,,FALSE,425275,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00023-20211216_140753.jpg,1908-1909,De Tooverfluit,03/10/1908,,FALSE,327741,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00023-20211216_140753.jpg,1908-1909,Lohengrin,04/10/1908,,FALSE,658280,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00025-20211216_140808.jpg,1908-1909,De Tooverfluit,08/10/1908,,FALSE,733358,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00025-20211216_140808.jpg,1908-1909,Faust,10/10/1908,gala,FALSE,394507,Faust,FR,Charles Gounod,1859,Faust,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00027-20211216_140828.jpg,1908-1909,Faust,10/11/1908,eerste opvoering in BelgiÃ«,FALSE,215974,Faust,FR,Charles Gounod,1859,Faust,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00027-20211216_140828.jpg,1908-1909,De Tooverfluit,11/10/1908,,FALSE,387805,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00029-20211216_140846.jpg,1908-1909,Faust,15/10/1908,,FALSE,442086,Faust,FR,Charles Gounod,1859,Faust,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00031-20211216_140903.jpg,1908-1909,Lohengrin,17/10/1908,,FALSE,649546,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00033-20211216_140924.jpg,1908-1909,Het Minnebrugje,18/10/1908,,TRUE,702833,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00033-20211216_140924.jpg,1908-1909,Faust,18/10/1908,,TRUE,702833,Faust,FR,Charles Gounod,1859,Faust,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00033-20211216_140924.jpg,1908-1909,Jozef in Egypte,22/10/1908,,FALSE,781688,Jozef in Egypte,FR,Etienne Nicolas Méhul,1807,Joseph,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00035-20211216_140947.jpg,1908-1909,Faust,22/10/1908,,FALSE,561104,Faust,FR,Charles Gounod,1859,Faust,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00035-20211216_140947.jpg,1908-1909,Jozef in Egypte,24/10/1908,,FALSE,692980,Jozef in Egypte,FR,Etienne Nicolas Méhul,1807,Joseph,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00037-20211216_141011.jpg,1908-1909,Fidelio,24/10/1908,,FALSE,107449,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00037-20211216_141011.jpg,1908-1909,Liva,25/10/1908,,TRUE,403906,Liva,NL,Jozef Van der Meulen,1902,Liva,?,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00037-20211216_141011.jpg,1908-1909,De Tooverfluit,25/10/1908,,TRUE,403906,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00039-20211216_141033.jpg,1908-1909,Jozef in Egypte,29/10/1908,,FALSE,505386,Jozef in Egypte,FR,Etienne Nicolas Méhul,1807,Joseph,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00039-20211216_141033.jpg,1908-1909,Faust,31/10/1908,,FALSE,527872,Faust,FR,Charles Gounod,1859,Faust,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00039-20211216_141033.jpg,1908-1909,Liva,01/11/1908,,TRUE,336613,Liva,NL,Jozef Van der Meulen,1902,Liva,?,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00039-20211216_141033.jpg,1908-1909,Faust,01/11/1908,,TRUE,336613,Faust,FR,Charles Gounod,1859,Faust,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00043-20211216_141110.jpg,1908-1909,Othello,02/11/1908,opgevoerd door de toneelafdeling van den liberalen volksbond,FALSE,765135,Othello,TSJ,Antonin Dvoràk,1891,Othello,opera seria,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00045-20211216_141129.jpg,1908-1909,De Tooverfluit,05/11/1908,,FALSE,462514,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00045-20211216_141129.jpg,1908-1909,Tannhäuser,07/11/1908,,FALSE,715880,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00047-20211216_141151.jpg,1908-1909,Fidelio,08/11/1908,,TRUE,919484,Fidelio,DUI,Ludwig van Beethoven,1805,Fidelio,rettungsoper,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00047-20211216_141151.jpg,1908-1909,Jozef in Egypte,08/11/1908,,TRUE,919484,Jozef in Egypte,FR,Etienne Nicolas Méhul,1807,Joseph,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00049-20211216_141205.jpg,1908-1909,Magda,09/11/1908,Gala-vertoning,FALSE,246379,Magda,DUI,Hermann Sudermann,?,Magda,play,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00061-20211216_141430.jpg,1908-1909,Tannhäuser,12/11/1908,,FALSE,268867,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00061-20211216_141430.jpg,1908-1909,Liva,14/11/1908,,TRUE,135625,Liva,NL,Jozef Van der Meulen,1902,Liva,?,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00061-20211216_141430.jpg,1908-1909,Het Gouden Kruis,14/11/1908,,TRUE,135625,Het Gouden Kruis,DUI,Ignaz Brüll,1875,Das goldene Kreuz,comic opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00063-20211216_141445.jpg,1908-1909,Tannhäuser,15/11/1908,,FALSE,362400,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00065-20211216_141511.jpg,1908-1909,De Tooverfluit,17/11/1908,aangeboden door Rubenskring,FALSE,127877,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00067-20211216_141529.jpg,1908-1909,Faust,19/11/1908,,FALSE,653938,Faust,FR,Charles Gounod,1859,Faust,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00067-20211216_141529.jpg,1908-1909,De Nieuwsgierige Vrouwen,21/11/1908,,FALSE,703547,De Nieuwsgierige Vrouwen,ITA,Ermanno Wolf-Ferrari,1903,Le donne curiose,opera buffa,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00069-20211216_141546.jpg,1908-1909,Lohengrin,21/11/1908,,FALSE,353926,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00069-20211216_141546.jpg,1908-1909,Jozef in Egypte,22/11/1908,,TRUE,218232,Jozef in Egypte,FR,Etienne Nicolas Méhul,1807,Joseph,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00069-20211216_141546.jpg,1908-1909,Het Gouden Kruis,22/11/1908,,TRUE,218232,Het Gouden Kruis,DUI,Ignaz Brüll,1875,Das goldene Kreuz,comic opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00071-20211216_141604.jpg,1908-1909,Blonde Els,23/11/1908,Volksvertooning,FALSE,222972,Blonde Els,NL,W. N. Peypers,?,Blonde Els,drama,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00073-20211216_141620.jpg,1908-1909,Die Lustige Witwe,24/11/1908,poster in het Duits,FALSE,510714,Die Lustige Witwe,DUI,Franz Lehàr,1905,Die lustige Witwe,operetta,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00073-20211216_141620.jpg,1908-1909,Die Lustige Witwe,25/11/1908,poster in het Duits,FALSE,449552,Die Lustige Witwe,DUI,Franz Lehàr,1905,Die lustige Witwe,operetta,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00075-20211216_141639.jpg,1908-1909,Lohengrin,26/11/1908,Volksvertooning,FALSE,327371,Lohengrin,DUI,Richard Wagner,1850,Lohengrin,romantische oper,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00075-20211216_141639.jpg,1908-1909,Faust,28/11/1908,,FALSE,261483,Faust,FR,Charles Gounod,1859,Faust,grand opera,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00077-20211216_141654.jpg,1908-1909,Ein Walzertraum,27/11/1908,Gastvertoning van de gastvertoning,FALSE,589808,Ein Walzertraum,DUI,Oscar Straus,1907,Ein Walzertraum,operetta,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00079-20211216_141711.jpg,1908-1909,Winternachtsdroom,29/11/1908,,TRUE,794801,Winternachtsdroom,NL,August de Boeck,1902,Winternachtsdroom,lyrisch drama,1908-1909,Jef Judels & Bernard Tokkie
1908-1909 Vlaamsche opera_00079-20211216_141711.jpg,1908-1909,Herbergprinses,29/11/1908,,TRUE,794801,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1908-1909,Jef Judels & Bernard Tokkie
